INDEX;0;1;2;3;4;5;6;7;8;9;PREDICTEDCLASS;TRUECLASS
44;-44.536;15.606;-0.8927;142.894;-48.343;76.506;-24.750;-70.641;20.397;-35.273;3;3
45;-10.116;-76.455;-37.271;31.336;-55.045;91.682;20.603;-0.9896;31.896;16.313;5;5
46;-113.513;173.335;-49.003;64.789;10.883;-0.0023;-76.466;-42.538;79.709;-38.683;1;1
47;26.037;34.545;96.317;-13.213;-0.4884;-46.997;-14.028;-18.437;-21.639;-43.884;2;2
48;-150.393;-19.593;-160.758;19.373;229.129;-18.932;-81.086;16.746;58.329;127.879;4;4
49;-44.491;-43.296;-80.067;-11.468;171.398;0.0012;-31.631;-0.3941;-40.337;96.285;4;4
50;32.683;-26.128;-41.587;-10.419;12.372;38.626;110.181;-65.778;-0.3979;-44.584;6;6
51;13.700;-15.776;43.380;155.980;-16.664;-40.143;-31.645;-19.153;-56.828;23.330;3;3
52;-19.386;-107.275;-66.219;57.129;-16.292;123.438;19.428;-51.132;35.908;30.530;5;5
53;-21.125;-41.512;11.400;10.797;-19.499;45.937;14.702;-0.8242;23.806;-15.179;5;5
54;33.167;-104.929;-101.436;-45.706;-12.667;128.944;169.003;-103.569;70.975;-45.595;6;6
55;116.788;-51.162;-10.334;-72.439;-11.917;-25.337;36.450;-22.080;28.201;0.4773;0;0
56;-79.868;-33.508;-71.611;-0.4260;174.516;12.025;-45.801;-0.0684;-0.4324;65.893;4;4
57;-0.8136;107.595;0.5719;-18.802;16.831;-76.317;-19.078;31.086;-16.372;-20.419;1;1
58;-23.237;-88.685;-46.422;52.134;71.766;-36.999;-87.537;60.807;-17.756;143.753;9;9
59;-18.443;-23.230;-48.142;14.766;-18.766;43.611;-0.7993;19.295;11.879;32.674;5;5
60;-44.214;-74.130;-46.810;118.854;-84.626;30.397;-131.271;221.101;-72.505;105.303;7;7
61;-19.309;-78.269;14.644;0.4931;-57.031;24.789;-17.570;-33.138;135.355;39.972;8;8
62;-29.715;-37.956;-39.150;0.4805;-10.435;33.322;-25.073;18.326;36.672;53.695;9;9
63;17.480;-23.082;79.248;72.357;-51.738;-44.637;-106.018;0.5860;27.082;48.046;2;3
64;-74.229;-54.256;43.240;70.023;-16.781;-75.528;-118.890;158.850;32.723;53.471;7;7
65;-13.973;-20.976;-22.406;0.3554;39.807;0.3374;-12.949;0.2036;-0.2765;29.635;4;4
66;29.896;-28.298;-28.055;-11.208;-0.3854;11.803;76.315;-40.434;18.300;-16.038;6;6
67;-61.547;0.5573;-61.555;12.033;150.426;-15.333;-33.759;-0.9509;-33.495;64.314;4;4
68;-41.902;-47.869;-19.265;184.213;-25.937;-14.994;-93.989;-52.849;104.372;60.741;3;3
69;122.352;-113.479;31.231;-0.9942;-42.598;34.495;29.485;-38.758;-31.543;23.180;0;0
70;0.6494;-64.982;50.848;72.010;-100.398;-38.992;-108.521;193.758;-47.149;52.965;7;7
71;267.870;-250.306;21.375;-46.440;-99.185;-0.4574;63.172;-50.084;0.6931;118.412;0;0
72;42.285;-36.883;141.950;54.906;-68.973;-54.758;-71.581;-0.2163;0.5480;0.9565;2;2
73;-17.654;-13.035;0.1753;-0.9759;0.3293;-78.761;-120.510;30.258;93.918;115.659;9;9
74;-56.877;135.190;-50.827;-17.534;30.313;-39.674;-25.655;0.4112;30.406;-14.471;1;1
75;-59.836;15.792;0.2475;20.951;34.798;-68.894;-94.630;115.428;-0.9188;52.401;7;7
76;-26.709;-32.291;0.0516;116.884;-36.695;34.209;-12.867;-47.789;26.589;0.8235;3;3
77;34.843;15.138;99.461;-22.589;-0.7116;-75.853;-34.911;30.996;-31.013;-10.225;2;2
78;-18.137;0.9157;-31.954;-34.067;50.604;-71.706;-52.780;27.850;46.397;80.022;9;9
79;-0.4627;-31.808;66.040;0.3314;-51.196;-96.995;-181.025;182.751;0.8955;93.023;7;7
80;-20.441;-0.9416;-63.886;-37.426;47.541;-23.187;-113.248;126.281;-14.020;105.587;7;7
81;17.943;-26.779;-45.194;-38.894;-0.4032;64.672;117.091;-55.501;-14.717;-21.725;6;6
82;-0.6313;50.770;250.410;0.0377;-31.690;-90.884;-47.534;-26.625;-26.747;-72.385;2;2
83;-0.9111;0.6675;-0.3333;11.921;-0.5493;-44.555;-97.762;125.459;-40.693;59.439;7;7
84;-54.178;-34.343;-76.898;-0.2077;47.330;-0.5408;11.401;-11.403;111.029;19.720;8;8
85;-132.180;-14.047;-144.324;0.9040;195.360;27.951;-34.311;23.074;22.642;64.017;4;4
86;-36.142;13.515;45.955;27.306;-44.360;-113.951;-198.986;205.243;26.675;79.851;7;7
87;-57.126;-13.589;-0.3270;123.838;-29.905;26.068;-49.276;24.996;-14.760;0.9511;3;3
88;-0.3046;-47.579;-66.912;-18.493;53.907;50.087;131.913;-96.235;25.993;-30.797;6;6
89;-30.113;114.028;-32.641;-0.4560;24.918;-68.258;0.4342;0.6964;14.327;-30.876;1;1
90;-13.126;-65.447;-22.897;124.387;-49.441;26.727;-32.072;-55.972;61.796;60.207;3;3
91;28.477;-62.151;-0.6232;29.195;-14.771;54.514;137.068;-99.429;0.4248;-66.380;6;6
92;-20.547;-18.366;-12.880;11.050;13.447;-14.691;-21.537;12.196;23.385;39.706;9;9
93;-0.9766;-0.5649;-59.078;185.683;-11.964;27.593;-142.347;-80.461;42.599;98.949;3;3
94;-78.807;183.483;-53.252;-16.431;56.493;-42.599;-22.252;-57.456;57.201;-42.002;1;1
95;-47.191;-31.683;-98.243;-67.470;182.178;-62.584;71.612;-47.543;45.803;61.989;4;4
96;-44.465;92.579;-46.293;14.889;17.345;-12.545;-52.534;-0.6264;41.028;0.0179;1;1
97;-65.711;59.180;-0.5595;45.531;43.872;-153.666;-74.114;141.629;42.390;-0.3848;7;7
98;39.143;-51.955;-11.271;-30.766;0.7878;55.434;94.298;-99.836;13.163;-21.354;6;6
99;-15.449;-80.366;-59.120;26.801;92.108;-46.791;-133.695;61.838;-20.985;203.242;9;9
100;20.019;-25.745;0.1490;-15.257;-0.6384;17.596;60.125;-32.778;0.6670;-29.259;6;6
101;146.881;-164.656;15.174;-32.409;-80.647;26.517;72.282;-40.447;46.835;18.541;0;0
102;-46.658;-134.645;-61.798;100.645;-75.080;176.432;-21.085;-18.949;62.863;29.176;5;5
103;-50.506;14.841;0.7444;-0.5755;166.466;-32.484;-46.832;-0.1622;-69.047;30.742;4;4
104;-79.107;-117.766;-37.094;28.994;0.5489;89.405;-45.634;36.227;36.945;89.398;5;9
105;-22.870;-51.945;-24.606;25.170;54.140;-18.219;-73.169;38.122;-0.3203;87.587;9;9
106;64.657;-46.369;159.078;-32.382;-13.677;-114.864;-37.381;18.657;-0.1521;11.354;2;2
107;0.1696;83.500;-11.214;-46.850;17.178;-48.053;36.159;0.5696;13.917;-60.893;1;1
108;-83.580;-15.727;-79.258;-36.110;114.602;-21.679;-102.327;76.330;12.717;137.503;9;9
109;-10.483;-0.6927;-31.860;-32.606;110.897;-40.251;17.935;0.0173;-34.901;26.376;4;4
110;-24.628;-19.688;-27.508;22.715;0.6213;-19.271;-16.589;-70.969;136.863;11.749;8;8
111;-38.940;97.601;37.412;0.4131;-0.9269;-134.785;-119.371;116.773;23.061;32.257;7;7
112;-37.153;-0.8785;-25.275;112.288;-35.908;25.281;-39.965;-16.744;35.035;13.713;3;3
113;-43.382;-15.312;-47.100;27.310;76.097;-75.422;-103.474;48.750;11.768;139.043;9;9
114;-41.523;-0.6004;74.797;48.111;-44.066;-50.611;-101.846;128.680;17.322;-13.163;7;7
115;-20.563;-31.572;-49.913;-0.6118;75.473;-33.602;0.4394;0.0817;0.5043;65.278;4;4
116;-41.396;0.6700;-43.139;-0.0582;96.196;-48.587;-19.480;0.5594;0.7047;48.752;4;4
117;-132.406;-66.460;-71.693;29.685;225.446;0.5929;-70.847;-24.409;25.036;103.876;4;4
118;-22.646;-18.479;-23.326;-0.5022;51.107;-40.116;-41.423;39.135;-0.4118;71.983;9;9
119;-14.052;-11.296;89.381;-32.127;-24.115;-43.442;-37.756;39.746;26.919;0.4918;2;2
120;-98.423;-197.164;-54.554;148.754;-120.433;263.514;-53.883;-51.598;112.865;75.776;5;5
121;-0.5371;-34.616;-29.964;-0.4292;76.324;-53.772;30.471;-24.103;17.907;36.238;4;4
122;-24.003;20.400;23.405;25.833;-36.373;-42.284;-95.945;113.262;10.472;11.321;7;7
123;33.310;-31.784;-16.225;-51.826;23.623;16.657;99.448;-61.877;-0.1056;-16.127;6;6
124;-122.579;29.066;-53.471;-45.354;116.271;-30.071;-78.820;152.198;-10.548;32.438;7;7
125;-28.127;14.265;0.4576;0.0414;55.148;-52.518;-57.169;17.667;-0.3536;62.368;9;9
126;83.734;-100.301;0.7876;35.870;-60.565;14.105;30.137;-36.964;-0.1462;52.399;0;0
127;-59.172;-107.162;-136.612;70.427;-0.2864;179.123;-0.9026;-90.108;108.969;52.720;5;5
128;-78.408;-74.631;-63.383;30.693;-22.322;28.128;-87.645;-39.163;254.847;57.451;8;8
129;-37.716;-117.836;-73.250;62.081;-43.254;148.986;-0.2254;-39.516;72.751;33.434;5;5
130;0.8643;-102.929;-107.559;-14.976;18.220;89.113;197.553;-96.070;24.709;-18.725;6;6
131;10.178;-100.916;-84.878;-52.008;0.2475;97.409;218.908;-108.365;54.873;-46.841;6;6
132;-58.161;-158.073;-75.777;112.160;-108.916;256.523;43.639;-153.778;129.277;32.837;5;5
133;-38.174;-13.254;109.426;76.572;-35.412;-107.014;-163.931;197.165;-24.789;14.456;7;7
134;-48.024;-0.1852;-39.457;11.546;10.875;0.0815;-53.423;-31.782;139.551;12.392;8;8
135;-50.521;149.286;-19.322;11.166;15.260;-84.044;-17.083;15.190;23.730;-31.665;1;1
136;113.605;-64.609;14.673;-38.298;-42.307;-26.729;21.321;-35.964;31.946;29.106;0;0
137;-18.389;116.128;-0.4729;-24.839;21.303;-84.297;-0.2813;10.615;25.543;-37.773;1;1
138;22.759;-50.587;-45.284;-27.955;35.335;55.174;145.010;-87.261;0.0608;-50.575;6;6
139;-44.388;-0.9663;-36.413;20.945;107.714;-84.968;-0.7539;0.8152;12.259;49.747;4;4
140;32.495;-0.4009;-10.309;-27.060;0.6305;0.6264;68.910;-36.221;-0.6711;-33.308;6;6
141;-23.169;34.830;19.706;29.601;-20.412;-61.393;-106.196;152.993;-57.229;39.561;7;7
142;-0.8282;-24.736;86.165;88.437;-82.957;-19.007;-76.388;18.019;26.338;0.8179;3;3
143;-17.771;105.148;10.469;-22.565;14.041;-66.960;-13.041;31.380;-0.9122;-29.042;1;1
144;-48.176;-33.434;46.135;36.158;15.066;-50.673;-102.568;111.697;-16.429;49.667;7;7
145;-35.506;117.739;-38.873;-26.259;20.212;-17.195;-14.463;-0.4531;12.621;-17.592;1;1
146;-33.807;-87.066;-61.143;64.461;-28.875;19.483;-24.500;-59.322;168.061;60.148;8;8
147;-40.057;64.608;214.856;34.917;17.830;-130.186;-65.355;-16.806;-19.251;-35.177;2;2
148;130.034;-87.359;23.507;-22.044;-46.912;-31.236;40.919;-46.276;24.871;25.056;0;0
149;-24.235;-0.2543;67.172;18.265;-26.394;0.2427;-16.849;-13.281;14.198;-15.346;2;2
150;-55.800;-54.096;-75.175;14.616;67.792;0.2512;-78.955;49.469;0.9238;136.866;9;9
151;25.308;-12.242;57.743;-0.1906;0.9146;-53.846;-97.812;-16.766;27.774;74.071;9;9
152;-0.9095;-63.418;-64.978;-12.012;-0.1883;81.870;22.925;0.1624;26.546;0.8964;5;5
153;-15.094;-90.739;-16.597;57.041;-73.577;111.476;0.6210;-63.458;77.708;21.967;5;5
154;-27.658;84.884;-30.553;-14.633;17.868;-31.950;-15.588;28.279;-13.267;0.8838;1;1
155;-74.249;-91.668;-139.406;48.264;25.506;181.444;34.195;-84.899;66.468;30.175;5;5
156;18.892;-20.724;-37.541;-47.209;51.388;35.047;97.483;-57.020;-25.244;-18.835;6;6
157;99.205;-85.587;-0.9229;-20.244;-38.974;-0.8657;0.4558;-0.3164;12.624;59.915;0;0
158;59.253;0.0799;95.622;104.011;-112.251;0.3615;-61.732;-36.603;-0.8652;-19.304;3;3
159;-26.895;11.557;-32.365;-18.737;61.595;-24.027;-10.418;16.485;-14.564;37.892;4;4
160;-69.100;26.883;-92.572;-61.719;142.993;-38.945;11.642;-32.143;78.151;29.016;4;4
161;50.116;-95.975;-12.513;0.3549;23.353;56.487;139.715;-116.468;0.0960;-37.264;6;6
162;-42.452;-168.494;-114.793;68.051;-93.173;275.218;0.3215;-92.116;133.729;27.964;5;5
163;-121.744;-22.320;-113.155;19.088;234.664;-17.362;-60.227;34.518;-42.034;111.688;4;4
164;0.4123;-37.027;-47.865;-10.352;20.278;22.906;99.913;-39.161;29.613;-45.387;6;6
165;-60.198;-154.966;-40.204;59.676;-64.671;189.856;33.082;-58.250;75.963;32.966;5;5
166;-18.727;0.9861;-15.033;-60.560;94.134;-47.550;-0.5899;33.806;-19.721;20.625;4;4
167;0.2244;-43.365;-0.6680;41.068;-17.856;56.428;32.338;-15.980;-23.151;-22.462;5;5
168;-58.533;155.736;-20.072;-22.322;20.516;-40.139;-10.912;-10.581;23.893;-47.302;1;1
169;-54.368;28.384;-58.738;-55.794;138.013;-34.786;-39.988;55.087;-32.491;46.865;4;4
170;-48.202;-16.437;-52.572;-12.385;114.301;-10.406;-36.562;-0.1758;16.595;45.803;4;4
171;-33.123;-17.657;112.394;52.217;-115.294;-88.419;-165.311;129.843;96.554;38.202;7;7
172;56.965;13.724;125.593;30.559;-106.013;-77.765;-14.917;-33.435;73.127;-64.099;2;2
173;-10.902;-42.968;31.735;72.820;-64.593;18.167;-12.027;15.246;16.842;-0.8155;3;3
174;-0.6670;41.398;144.262;-0.7409;-38.834;-68.514;-56.932;-0.1471;29.311;-34.938;2;2
175;-0.5081;40.816;17.665;-0.5083;-21.669;-36.048;-30.290;36.135;-0.0837;10.354;1;7
176;-0.6109;69.874;0.2264;-16.250;-0.2386;-28.790;-0.8637;11.264;-0.7848;-15.003;1;1
177;-11.213;-67.456;-31.265;-0.2113;16.556;-14.603;-0.0587;-0.4052;90.719;36.883;8;8
178;-50.557;139.198;-24.069;-0.8643;20.563;-61.560;-0.6929;21.061;0.2194;-25.661;1;1
179;-22.042;-0.6797;0.8993;-0.3114;-24.822;-0.6803;-53.317;-54.960;182.791;-20.502;8;8
180;-39.370;114.011;-21.902;-13.277;30.383;-63.600;-28.179;36.479;-0.7509;0.1215;1;1
181;-44.263;-34.658;-14.382;-0.1642;-27.138;23.437;15.859;-32.325;153.459;-39.652;8;8
182;-25.904;-25.461;-72.743;62.004;-15.466;95.048;20.358;-72.631;34.948;0.8060;5;5
183;238.789;-187.250;38.605;-38.415;-59.773;-12.542;95.041;-113.433;-14.005;56.089;0;0
184;-0.1967;-37.101;12.933;31.740;-40.643;-0.5817;-0.6071;-16.121;80.284;-15.997;8;8
185;-23.432;-27.944;-56.517;-10.884;85.197;-48.551;-0.5885;27.995;-17.438;96.172;9;9
186;71.937;56.135;261.876;96.023;-215.620;-125.669;-90.348;-29.291;132.065;-151.365;2;2
187;-0.1535;-147.230;29.024;72.652;-123.586;139.301;-0.6775;-55.128;77.271;27.756;5;5
188;176.089;-198.774;0.0034;-45.418;-169.398;71.292;49.725;-0.2367;80.609;16.750;0;0
189;-33.703;76.109;-31.539;11.187;-0.5105;-0.2047;-0.4756;-20.516;28.758;-15.308;1;1
190;-32.344;124.315;-13.081;-19.813;25.735;-121.048;-31.671;34.327;47.248;-15.985;1;1
191;-65.523;123.073;-59.612;0.9496;24.260;0.4451;-39.239;-17.826;39.064;-19.477;1;1
192;117.836;-50.783;48.918;-40.454;-34.498;-63.175;18.468;-23.596;27.772;-12.077;0;0
193;-90.344;-25.767;-45.615;42.936;43.980;0.9257;-90.661;52.345;52.761;67.784;9;9
194;129.822;-118.214;25.846;-13.966;-73.442;-17.615;-21.646;14.205;34.659;46.360;0;0
195;-19.948;18.984;33.562;39.920;-12.695;-0.2714;-21.458;-0.3455;-10.982;-17.909;3;3
196;-39.214;138.763;-24.326;0.2672;28.798;-68.480;-0.6545;-0.4778;29.989;-51.862;1;1
197;0.7248;-67.744;-82.276;-48.310;32.794;89.695;204.318;-109.309;46.123;-86.134;6;6
198;-43.138;-0.5592;-65.215;-0.3072;136.136;-48.328;-40.815;17.115;-0.4104;63.272;4;4
199;-34.178;35.764;203.649;95.189;-176.427;-66.990;-107.034;21.089;98.554;-56.888;2;2
200;34.762;-39.346;-36.317;175.133;-86.704;14.676;-30.792;-106.336;72.970;60.881;3;3
201;69.894;-76.697;-41.068;-24.685;0.3622;67.966;150.081;-119.586;-0.5964;-20.862;6;6
202;-11.064;99.024;0.8744;-29.146;17.698;-68.313;-12.718;19.618;0.5509;-37.370;1;1
203;-20.689;79.867;-27.879;-18.939;19.229;-26.195;-0.2532;12.080;-10.010;-0.1375;1;1
204;-0.9213;85.043;-0.0561;-12.964;0.2804;-44.582;0.0565;15.411;-0.7902;-29.986;1;1
205;-21.569;-24.246;0.2601;87.165;-23.436;12.126;-23.487;12.742;-0.8816;12.994;3;3
206;-91.159;-32.712;-110.385;-39.495;71.233;14.849;-91.574;29.117;103.496;144.943;9;9
207;-40.594;-67.607;-32.519;23.139;-42.250;108.323;36.716;-22.301;43.581;-0.5913;5;5
208;-18.822;17.611;177.114;-35.083;-11.618;-17.731;-0.6960;-11.704;-16.421;-90.798;2;2
209;-85.927;-92.412;-121.510;43.082;108.178;47.986;-94.813;24.545;0.0276;190.154;9;9
210;-30.351;-20.367;-57.514;-0.4631;97.731;-16.311;-34.877;38.213;-25.326;61.194;4;4
211;-12.109;-46.440;-51.526;35.779;-12.191;50.038;-0.3261;-17.001;35.893;30.169;5;5
212;-122.662;-85.472;-123.305;63.524;54.495;54.835;-100.275;73.908;28.323;189.794;9;9
213;-28.037;0.9946;14.279;87.899;-57.957;-31.467;-75.740;48.467;22.063;36.730;3;3
214;-97.771;-33.560;-117.269;43.821;100.436;-57.323;-153.850;55.480;91.809;194.732;9;9
215;124.640;-52.449;0.9431;-51.539;0.7462;-63.409;-36.975;21.014;-22.275;58.557;0;0
216;-0.8576;-49.338;51.390;162.754;-89.076;-0.5429;-88.650;0.5155;14.464;51.320;3;3
217;12.127;-51.678;-74.300;-23.691;11.676;68.794;99.307;-63.189;42.274;-31.599;6;6
218;-48.494;-48.800;-109.640;21.955;-28.704;101.224;-0.6744;44.772;38.523;36.438;5;5
219;23.955;-63.683;-56.666;25.731;-36.098;85.766;16.088;-50.468;26.291;26.109;5;5
220;0.9050;-56.185;-32.880;19.134;0.0708;-16.991;-131.694;164.227;-55.503;105.840;7;7
221;55.984;-74.505;132.385;37.511;-73.017;-45.275;-68.735;13.734;32.806;0.1514;2;2
222;39.015;-58.235;121.167;-19.770;-63.323;-60.929;-31.134;-0.9293;67.634;15.347;2;2
223;0.3971;-18.002;69.394;53.247;-61.833;-82.751;-160.158;164.393;-37.462;78.953;7;7
224;-0.2980;48.973;0.8361;-17.298;-0.7625;-22.446;0.0729;10.500;0.0191;-22.306;1;1
225;37.136;-19.063;137.229;55.476;-131.177;-70.527;-70.067;0.6739;77.245;-0.8274;2;2
226;-98.410;-17.421;-87.204;48.496;0.1158;32.178;-34.348;-47.026;218.330;-10.817;8;8
227;-0.5262;0.1405;0.2339;-13.022;36.134;-19.888;-10.296;0.7392;-15.491;16.515;4;4
228;-14.464;96.755;0.9281;-25.175;13.384;-60.440;-13.689;26.291;-0.4319;-30.308;1;1
229;-0.3226;20.607;34.481;18.624;-30.698;-47.073;-81.331;80.701;-14.662;34.108;7;7
230;-0.2640;-0.3881;20.204;126.868;-77.735;54.066;-27.898;-86.421;29.540;0.1190;3;3
231;-0.9072;0.0892;-0.6986;79.834;-50.747;11.175;-25.415;-39.703;51.064;0.8147;3;3
232;-37.183;-104.468;-31.782;-14.154;-64.876;108.939;49.830;-38.059;176.016;-50.451;8;8
233;-51.276;-63.758;-19.909;67.169;-74.633;-19.864;-154.933;62.604;159.596;106.945;8;8
234;-24.639;43.676;23.050;12.339;-21.732;-59.121;-104.394;97.759;-0.0873;46.072;7;7
235;-0.3734;-46.246;-22.401;-0.4109;37.563;-25.333;-52.776;50.956;-0.4433;76.023;9;9
236;14.535;126.088;245.407;11.112;-75.694;-143.045;-103.796;28.888;-29.810;-72.042;2;2
237;0.9702;83.512;155.460;-0.4720;-0.2279;-76.899;-0.8816;-48.007;-28.023;-82.419;2;2
238;-37.083;0.1212;-82.854;-50.217;185.186;-45.923;-13.372;25.489;-47.350;68.296;4;4
239;-48.750;114.619;-44.575;-11.576;27.576;-39.178;-14.487;15.419;0.5962;-0.3065;1;1
240;-34.558;-109.266;-29.686;34.466;-45.282;150.138;31.103;-91.754;64.508;41.702;5;5
241;-0.5250;-89.896;-21.108;15.577;14.260;42.523;-57.078;-26.919;50.839;90.429;9;9
242;-12.435;-88.696;-19.512;-108.078;-0.0693;-52.744;45.975;-18.386;190.685;51.028;8;8
243;-59.448;17.967;18.348;0.7755;70.130;-87.341;-58.950;105.039;-18.448;20.052;7;7
244;-15.026;49.103;99.313;31.007;-50.116;-47.109;-83.211;50.556;14.935;-44.053;2;2
245;11.032;-13.554;35.167;42.742;0.2008;-0.3317;-19.899;0.2531;-29.137;-21.665;3;3
246;208.814;-220.550;0.4933;-0.5527;-84.654;31.886;78.080;-72.762;-10.905;95.173;0;0
247;0.6551;-0.6839;41.026;-91.341;53.007;-27.138;79.558;0.3727;-28.527;-48.337;6;4
248;-38.530;-18.438;-117.432;-18.167;222.555;-42.609;-37.935;29.528;-57.119;97.339;4;4
249;24.154;59.591;119.377;35.868;-55.908;-49.949;-34.430;-23.520;0.6719;-76.065;2;2
250;-110.191;0.0503;-170.084;-24.849;243.215;-64.476;-98.305;20.606;48.574;169.493;4;4
251;-17.780;83.998;-0.7859;-32.797;0.8004;-18.015;-0.1419;0.1841;-0.0348;-24.258;1;1
252;-61.648;-44.217;-140.006;0.1975;147.656;-67.914;-101.609;62.833;0.5014;222.005;9;9
253;-13.163;-42.996;-29.538;26.117;-22.890;81.913;18.503;-30.044;0.5260;0.9122;5;5
254;0.3142;14.554;38.297;34.169;-26.426;-67.693;-117.089;124.994;-39.475;44.203;7;7
255;-53.958;66.393;0.7855;19.799;-19.325;-68.925;-129.463;126.700;0.3141;58.587;7;7
256;0.1956;74.085;141.959;32.642;-80.020;-82.137;-41.170;-10.340;61.141;-100.624;2;2
257;-11.131;20.471;-0.9992;20.235;-24.726;0.4592;38.776;-60.053;104.086;-82.042;8;8
258;40.909;-18.334;216.592;22.314;-0.7303;-98.037;-32.389;-41.430;-48.782;-10.036;2;2
259;74.836;-133.324;-54.369;-13.184;-40.010;94.908;104.329;-32.743;-10.959;0.9869;6;6
260;-26.842;-45.037;-0.4503;0.3868;-36.369;0.0901;-0.6833;-12.665;116.187;15.777;8;8
261;-11.397;33.637;-50.829;0.5419;-56.407;69.574;-0.6932;-13.464;29.999;-0.3061;5;5
